,toss decision,lighting,series_name,season,team_count_50runs_last15,team1_winp_team2_last15,match_winners,t1_total_runs5,t1_total_wkts5,t1_bat_per5,t1_bowl_perf5,t1_eff_ply5,t1_perf_5,t2_total_runs5,t2_total_wkts5,t2_bat_per5,t2_bowl_perf5,t2_eff_ply5,t2_perf_5,t1_total_runs10,t1_total_wkts10,t1_bat_per10,t1_bowl_perf10,t1_eff_ply10,t1_perf_10,t2_total_runs10,t2_total_wkts10,t2_bat_per10,t2_bowl_perf10,t2_eff_ply10,t2_perf_10,t1_total_runs15,t1_total_wkts15,t1_bat_per15,t1_bowl_perf15,t1_eff_ply15,t1_perf_15,t2_total_runs15,t2_total_wkts15,t2_bat_per15,t2_bowl_perf15,t2_eff_ply15,t2_perf_15,team1_winp_team2_last5,team1_winp_team2_last10,ground5,ground10,ground15,toss_winners,streak_ratio5,streak_ratio10,streak_ratio15
10,1,2,35,3,0.7894736842105263,33.33,1,187.6,5.6,0.6559994483836977,1.0,9.384139540946334,0.030173899919941,225.2,6.8,1.0,0.939652200160118,11.075627496939555,1.939652200160118,162.99999999999997,4.5,0.7235078639020336,1.0,9.392189766496784,0.043369808074031,225.9,5.8,0.956630191925969,1.0,11.34227359748082,6.848205671740892,162.93333333333334,3.533333333333333,0.7645082261804145,1.0,9.260133558591214,0.2014010231434504,193.6666666666667,5.800000000000001,1.0,0.8992994884282748,11.286745738674275,6.647548209498962,33.33,33.33,0.0,0.0,0.0,1,1.0,0.16666666666666666,0.3333333333333333
11,0,2,35,3,1.3333333333333333,0.0,0,182.8,5.2,1.0,0.7114338363839376,8.500441841611789,0.7325001668360276,128.0,9.8,0.5116665554426483,1.0,10.848876793750833,0.0,160.69999999999996,4.9,1.0,0.6883398838870178,8.349336312617357,0.8590575634947824,150.6,10.6,0.5704712182526089,1.0,11.31675533295896,1.5704712182526088,152.0,4.066666666666666,1.0,0.6172967461328401,8.274272419743683,1.174184511727745,150.26666666666668,9.133333333333336,0.5303261953089021,1.0,11.188189287009347,1.530326195308902,0.0,0.0,2.0,2.0,2.0,0,2.0,1.0,1.0
12,1,2,35,1,1.7142857142857142,100.0,1,157.60000000000002,5.8,0.9098368722994964,1.0,9.122151662691085,0.0711670164192666,139.0,7.4,1.0,0.8576659671614668,10.144198979324608,1.8576659671614668,176.60000000000002,5.600000000000001,0.6946681705573692,1.0,9.796787695991508,0.0260082947910558,164.40000000000003,7.300000000000001,0.9739917052089442,1.0,10.56706661048106,3.947983410417888,177.46666666666667,5.8,0.9222076638932086,1.0,9.785269264719526,0.045752240564568,155.60000000000005,6.8,0.954247759435432,1.0,10.44106248721168,3.908495518870864,100.0,100.0,0.0,0.0,0.0,1,0.5,0.5,0.5
13,0,1,79,1,0.9090909090909092,33.33,0,187.8,7.6,1.0,0.595238113293877,9.50599872886435,0.0556727924910926,157.39999999999998,6.4,1.0,0.9443272075089074,10.35434452014298,3.888654415017815,169.4,7.200000000000001,1.0,0.6713434636191733,9.927502460904714,1.008123146618129,153.2,6.199999999999999,1.0,0.6639589511272903,10.138475844580618,3.3279179022545806,147.0,6.733333333333333,0.9466549609194812,1.0,9.812873506209108,0.7307130896493881,148.4666666666667,6.466666666666667,1.0,0.8173217275876529,10.2512460896415,7.269286910350614,33.33,33.33,0.2,0.1666666666666666,0.1666666666666666,0,0.3333333333333333,1.3333333333333333,1.3333333333333333
14,1,1,79,1,0.6666666666666666,100.0,0,153.8,7.6,0.6657789765988276,1.0,10.164341154459638,0.2463971193820311,178.6,5.6000000000000005,1.0,0.7536028806179689,9.02269321156661,2.6304043209269534,162.40000000000003,5.8,0.7893012505114664,1.0,10.408962410505366,0.847636265719812,191.5,5.5,1.0,0.576181867140094,9.138606534556777,3.152363734280188,154.26666666666665,5.8,0.7615476509463776,1.0,9.917944734090833,1.6888232546716435,169.9333333333333,5.0,1.0,0.577794186332089,9.436740255791548,5.522279652162311,100.0,100.0,0.0,0.0,0.0,1,0.6666666666666666,0.6666666666666666,1.6666666666666667
15,0,2,35,3,1.125,100.0,0,161.2,2.8000000000000003,0.959025329218029,1.0,9.831539379778354,0.834609874937926,152.79999999999998,8.8,0.6661560500248295,1.0,10.959719727398245,0.0,180.4,5.0,0.818184921068193,1.0,9.912921649089933,1.203550337382742,164.4,9.0,0.6991124156543144,1.0,11.010984550399291,1.6991124156543145,169.0,4.8,0.7310632727774118,1.0,10.104112455017573,2.1299583172513703,169.73333333333335,8.066666666666666,0.6127348514088419,1.0,10.751074613250516,1.6127348514088418,100.0,100.0,0.0,0.0,0.0,0,5.0,2.5,2.5
16,1,2,11,2,1.4444444444444444,75.0,0,177.8,5.4,1.0,0.7015836234790748,9.06546655269775,0.1320971789915419,141.99999999999997,5.800000000000001,1.0,0.933951410504229,8.467338962962529,2.9009271157563434,169.6,5.799999999999999,1.0,0.8549817520616686,9.3449580133358,1.135838376850339,129.5,3.8,0.7160404057874152,1.0,8.98569453383389,3.4320808115748305,162.4,5.733333333333333,1.0,0.928966348641798,9.64093324174402,1.7859401370103112,116.59999999999998,3.1333333333333333,0.6428119725979377,1.0,8.957543115705827,4.107029931494845,75.0,75.0,0.0,0.0,0.0,1,2.0,1.3333333333333333,1.3333333333333333
17,1,1,6,3,0.4666666666666667,50.0,1,137.20000000000002,4.2,1.0,0.6015434490923834,7.974517449544232,0.0,127.4,4.4,0.9711767741724612,1.0,8.147760998050474,0.9855883870862304,125.1,5.6,1.0,0.3044737317176869,8.358035067308588,0.3511678865924068,120.2,4.1,0.765888075605062,1.0,8.16025462658779,1.765888075605062,113.0,4.933333333333333,1.0,0.2405697938118524,8.320326034751256,0.8207322990136592,110.06666666666668,4.266666666666667,1.0,0.726422566995447,7.482040615392019,4.316056417488618,50.0,50.0,0.0,0.0,0.0,1,0.0,2.0,0.6666666666666666
18,1,1,79,3,1.0666666666666669,25.0,1,127.00000000000004,6.599999999999999,1.0,0.7724883385962035,8.230436655559535,0.1317794922683719,156.79999999999998,4.800000000000001,0.9121470051544186,1.0,8.836322614395046,4.780367512886047,146.89999999999998,5.4,1.0,0.478590934864069,8.24865407192252,0.0577278419426181,144.0,5.5,1.0,0.9835063308735376,9.16990262251222,5.950518992620613,142.26666666666668,5.4,1.0,0.4923730398773955,7.803944792740827,0.7167068568124151,158.5333333333333,5.466666666666667,1.0,0.8208232857968963,8.923017973524951,5.462469857390689,25.0,25.0,0.0,0.0,0.0,1,0.6,0.6666666666666666,0.8333333333333334
19,0,0,70,3,0.3333333333333333,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,72.19999999999999,1.6,1.0,0.8366531924401952,3.247332876299613,3.6733063848803904,0.0,0.0,0.0,0.0,1.0,0.0,38.7,0.8,1.0,0.92443914402145,3.220905646042714,3.8488782880429,0.0,0.0,0.0,0.0,1.0,0.0,25.8,0.5333333333333333,1.0,0.9244391440214504,3.220905646042714,3.8488782880429007,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
20,0,2,12,2,0.6153846153846154,0.0,1,95.4,4.2,0.8420842503463595,1.0,7.1155229832837525,0.2090079075869708,152.39999999999998,4.0,0.8606613949420195,1.0,9.544591923501468,1.8606613949420197,77.5,2.5,0.6261168834727225,1.0,6.669835334988876,0.187329529024224,174.29999999999998,4.4,0.906335235487888,1.0,8.698155230276024,1.906335235487888,60.66666666666666,1.6666666666666663,0.5731888562103032,1.0,6.37790605367856,0.4798695610295977,149.53333333333333,3.3999999999999995,0.760065219485201,1.0,8.466062341564689,1.7600652194852011,0.0,0.0,2.0,2.0,2.0,0,2.0,2.0,2.0
21,0,1,67,4,1.4,0.0,1,49.6,1.4,0.9471074834496414,1.0,6.261149044378901,0.1870473657597928,83.8,3.6,1.0,0.8129526342402071,5.371861293655509,3.6259052684804143,53.6,1.4,0.6656387212901327,1.0,5.3679006920870656,0.0640202208152942,66.5,3.3999999999999995,1.0,0.935979779184706,5.148081090112052,6.77592922714647,42.73333333333333,0.9333333333333332,0.5937257085778429,1.0,5.112584916622508,0.076837749480787,53.73333333333332,2.6666666666666665,0.9231622505192132,1.0,5.075697442488589,9.615811252596062,0.0,0.0,0.0,0.0,0.0,0,0.5,0.5,0.3333333333333333
22,0,2,36,3,1.125,80.0,0,178.00000000000003,3.0,1.0,0.707916366667998,8.33970753507061,0.2335282621688588,134.4,4.4,1.0,0.8443144918874274,9.0451149509512,1.8443144918874277,152.5,3.1,1.0,0.5120456753888525,8.447196002687043,0.0830195690024273,140.10000000000002,4.1000000000000005,1.0,0.9446536206650484,8.8925819724221,2.9169804309975724,136.13333333333335,2.8,1.0,0.4078715308567312,8.168955995687192,0.4653175644940839,123.73333333333336,3.6,1.0,0.6897882903372775,8.84722838413511,3.379576580674555,80.0,80.0,0.6,0.6,0.6,0,1.5,1.5,1.5
23,0,2,43,3,1.15,50.0,0,269.40000000000003,6.4,0.919325844243247,1.0,9.940020029008457,0.8104226209767109,180.6,6.000000000000001,0.5947886895116444,1.0,10.61216255044331,1.5947886895116443,235.9,6.6,0.8771490767720217,1.0,10.47810675909429,0.239026113529329,201.6,7.2,1.0,0.9402434716176676,10.569164449860736,5.820730414853004,245.2,5.933333333333334,1.0,0.8908463271644816,10.403433031047106,0.8098382418600656,183.4,7.666666666666666,0.85275668329817,1.0,10.570648450839236,7.411026733192679,50.0,50.0,1.0,1.0,1.0,0,4.0,1.6666666666666667,1.6666666666666667
24,0,0,79,3,0.8666666666666667,0.0,0,159.6,7.000000000000001,1.0,0.8795863047310659,9.444986846182111,0.2168941969040773,158.2,7.0,0.8554038687306151,1.0,8.224187194024678,1.8554038687306151,145.80000000000004,6.3,1.0,0.83809612567557,9.130068235658577,0.2679795428854874,146.20000000000002,5.8,0.9106734857048376,1.0,8.18483353352844,4.776683714262094,130.4666666666667,6.066666666666666,1.0,0.7514388226812442,9.048550767068573,0.5231238753914366,156.8,4.733333333333333,0.8837502499130141,1.0,8.099531867497733,5.6512507497390425,0.0,0.0,0.0,0.0,0.0,0,1.0,0.6666666666666666,1.0
25,1,1,79,3,0.6,50.0,0,113.4,6.4,0.8749313238998512,1.0,9.951150793292442,0.0438369152253699,194.2,6.199999999999999,1.0,0.95616308477463,9.05816949882695,2.934244627161945,128.4,5.800000000000001,0.6872212374415151,1.0,10.23153584920363,0.081352970019856,165.9,4.7,1.0,0.9728823433267146,9.345144948506114,3.945764686653429,120.86666666666666,5.4,0.6487253479114258,1.0,10.47070896885512,0.1526963125203178,167.6,3.8666666666666663,1.0,0.9618259218699206,9.155707888091394,3.923651843739841,50.0,50.0,5.0,6.0,6.0,1,0.3333333333333333,1.3333333333333333,1.3333333333333333
26,1,1,67,0,0.75,0.0,1,142.79999999999998,5.4,0.9253020050239508,1.0,8.838911129666926,0.2359768315072239,156.6,5.6000000000000005,1.0,0.7640231684927761,8.422535758276625,2.646034752739164,125.99999999999996,5.6,1.0,0.7009882653965067,8.917596690370642,0.7952095668345203,135.30000000000004,5.2,1.0,0.4698602887769864,8.781001071757332,5.1445110107194525,124.93333333333332,4.733333333333333,1.0,0.8360320055472882,8.725183586673081,0.5897973960699774,117.86666666666667,5.0,1.0,0.6068017359533483,9.003041620686751,5.623806075836719,0.0,0.0,0.0,0.0,0.0,1,0.5,0.3333333333333333,0.3333333333333333
27,0,2,36,2,0.4545454545454545,66.67,0,62.2,5.4,0.4955772037757593,1.0,7.565417148332051,0.3274191319071533,141.2,3.6000000000000005,1.0,0.6725808680928467,5.386976471804727,0.0,79.5,4.1000000000000005,0.7081324186689242,1.0,7.592689998580463,0.3603167157050602,116.9,2.6,1.0,0.6396832842949398,5.36357468719664,0.0,69.13333333333333,3.5333333333333337,0.7280156960499208,1.0,7.378867061726517,0.3841468252732707,101.4,2.2666666666666666,1.0,0.6158531747267293,5.39654557389406,0.0,66.67,66.67,1.0,1.0,1.0,0,2.0,2.0,2.0
28,1,2,12,0,0.6,0.0,1,126.2,4.6,1.0,0.4375732865324014,8.209448480384072,0.0,84.60000000000001,5.2,1.0,0.4655787104195033,7.841598014497453,0.0,112.40000000000002,3.4000000000000004,1.0,0.5171392575836326,7.729380449893332,0.0,84.60000000000001,4.7,1.0,0.3466717145730938,7.269347711416323,0.0,95.93333333333334,3.533333333333333,1.0,0.2076099963128418,7.099070999769976,0.0,86.66666666666666,4.133333333333333,1.0,0.2064341670510227,6.778064684353296,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
29,1,0,58,2,0.125,0.0,1,38.400000000000006,2.0,1.0,0.8535093198030411,2.924327018821298,1.329840637266318,122.2,1.0,1.0,0.1134395751557879,4.475363273509888,1.113439575155788,27.2,1.0,0.9359992348715424,1.0,2.9693252418823994,0.1994486986556687,119.6,1.1,1.0,0.8670342008962209,4.580283859581686,1.8670342008962209,21.33333333333333,0.6666666666666666,0.9002224056938899,1.0,2.9660274843360503,0.380603705091098,94.86666666666666,1.0,1.0,0.7462641966059346,4.488601110089917,1.746264196605935,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
30,1,2,28,1,2.571428571428572,100.0,0,198.2,6.200000000000001,1.0,0.4460851952689734,9.853520811605502,0.1500894210115304,137.4,5.199999999999999,1.0,0.8499105789884696,9.026567981026146,1.8499105789884696,202.4,5.8,1.0,0.8580217413901742,10.113625631966473,0.6797716538317291,125.2,6.1,0.773409448722757,1.0,9.13262733251742,1.773409448722757,210.06666666666663,5.733333333333333,1.0,0.7842395582238687,10.350712563695492,1.172789346085244,113.06666666666666,5.266666666666666,0.7068026634786891,1.0,8.982493922500762,1.706802663478689,100.0,100.0,3.0,3.0,3.0,1,1.0,2.5,2.5
31,1,2,52,0,1.7777777777777777,50.0,0,141.00000000000003,5.6000000000000005,0.9488121727541828,1.0,9.022096444193863,0.3394298566792928,148.79999999999998,4.4,0.8302850716603536,1.0,8.568161544897427,0.9151425358301768,155.6,5.2,0.690408023343657,1.0,8.91458674313264,0.8360372027136076,146.10000000000002,5.199999999999999,0.6655851189145571,1.0,8.721080780528068,0.8327925594572785,169.6,4.266666666666666,0.6731724231339862,1.0,8.941203141178294,0.9710231066787912,121.2,4.666666666666666,0.6115907573284837,1.0,8.657236614977723,0.8057953786642418,50.0,50.0,1.0,1.0,1.0,1,2.0,3.0,3.0
32,0,2,11,2,0.75,40.0,1,93.4,5.8,1.0,0.8578652867860432,9.807371943219332,0.5861206683447451,201.8,4.0,1.0,0.7069396658276275,8.312042315541207,1.7069396658276277,114.4,5.2,1.0,0.7382325321934244,9.932975233628534,0.4186868424327816,181.7,4.0,1.0,0.8325252630268873,8.637550413412708,2.748787894540331,107.46666666666668,4.666666666666667,1.0,0.7381487649990067,9.499226160886572,1.4860785048237548,155.46666666666667,4.533333333333333,1.0,0.5046404983920818,8.591551443299988,2.256960747588123,40.0,40.0,0.6,0.4285714285714285,0.4285714285714285,0,2.0,2.0,2.0
33,0,2,69,3,1.5,0.0,1,162.60000000000002,8.4,1.0,0.916680508786478,9.855775840070017,0.2416386295209509,202.2,6.000000000000001,0.7583613704790492,1.0,10.082700811857103,1.758361370479049,195.3,7.3,1.0,0.8177637102690495,10.38287309758686,0.1413315191624431,184.4,6.9,1.0,0.9434673923350227,10.51348565471232,1.9434673923350227,184.13333333333333,7.399999999999999,1.0,0.6559954539825608,10.515024095329768,0.8885712616585084,181.33333333333331,6.799999999999999,1.0,0.6445714953365967,10.391548157545962,1.6445714953365966,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,2.0
34,0,1,46,1,3.6,0.0,0,179.0,6.800000000000001,0.5791147224256943,1.0,10.680724679433352,0.3217703045629259,111.0,6.0,1.0,0.785486463624716,7.1998563041002885,1.785486463624716,200.5,8.2,0.7501482735440533,1.0,10.874383402615862,0.0926150962309364,95.5,3.6,1.0,0.9691283012563544,7.03187576833553,1.9691283012563543,189.00000000000003,8.4,1.0,0.8741966089734033,10.86917097321074,0.1675585666279015,69.39999999999999,2.6666666666666674,1.0,0.9627647629715776,6.948426765502488,1.9627647629715772,0.0,0.0,0.0,0.0,0.0,0,1.5,1.5,1.5
35,1,0,67,2,0.6428571428571429,66.67,1,109.4,6.800000000000001,1.0,0.7878720844601165,9.919931292813796,0.0370943715306397,139.8,2.2,1.0,0.9258112569387204,6.056353716282945,2.8887168854080807,89.3,5.6,0.9326196291580008,1.0,9.967521492352656,0.057355450761192,128.0,3.0,0.961763032825872,1.0,6.410865305062316,3.923526065651744,88.06666666666666,3.8,0.986144990162727,1.0,9.728771324828582,0.3071149781273312,117.0,2.2,0.7952566812484458,1.0,6.239284567487571,3.590513362496892,66.67,66.67,2.0,2.0,2.0,1,0.5,0.5,0.5
36,1,2,21,1,1.2352941176470589,33.33,1,166.4,5.799999999999999,1.0,0.4415259692697204,9.463927574288476,0.1946655531109602,213.4,6.4,1.0,0.8053344468890398,10.008387425927353,0.90266722344452,179.0,6.1,1.0,0.6529763756308472,9.235547157736423,1.0964527605576102,216.40000000000003,6.4,1.0,0.561418895776956,10.477179956384555,3.90354723944239,178.26666666666665,5.333333333333333,1.0,0.9068496080195644,9.674126122763946,2.6069446748672824,218.4,6.133333333333334,1.0,0.3482638312831794,10.422621389418865,5.393055325132718,33.33,33.33,3.0,3.0,3.0,1,2.0,0.75,0.75
37,1,1,57,2,0.8571428571428571,0.0,0,166.79999999999998,6.4,0.821242999310828,1.0,9.444555591474476,0.0,176.8,6.6,0.8415753653889994,1.0,10.545289751513309,0.0,144.4,5.1000000000000005,0.8178257917020924,1.0,10.001732331269498,0.0,160.10000000000002,6.2,0.891311177175147,1.0,10.495685696442054,0.0,141.86666666666665,5.066666666666666,0.785675212138389,1.0,9.676209134521924,0.0,160.0,5.866666666666667,0.8858409535533169,1.0,10.138733425374364,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0
38,1,0,75,4,1.0,66.67,1,26.0,2.6,0.9389351010467868,1.0,2.830854940057745,0.3013970748931109,74.8,3.4,0.6986029251068891,1.0,6.450716051152879,3.397205850213778,49.0,1.8,0.6617709636880431,1.0,2.947708383199253,1.1732010579494667,54.7,1.9,0.5307195768202134,1.0,5.908628843219426,4.59215873046064,32.666666666666664,1.2,0.556346364796514,1.0,2.947708383199253,1.8771216927191468,36.46666666666667,1.2666666666666666,0.5307195768202133,1.0,5.908628843219426,4.59215873046064,66.67,66.67,1.0,1.0,1.0,1,0.3333333333333333,0.6666666666666666,1.6666666666666667
39,1,2,35,3,1.1875,100.0,0,209.6,5.4,1.0,0.856971928833433,9.449775650976813,0.0129091489072115,191.0,6.2,1.0,0.9870908510927884,11.179129506263257,3.974181702185577,182.7,5.3,1.0,0.9293249176617212,9.467439554355735,0.4261359147605592,189.6,7.3,1.0,0.7159093901596273,11.347386944359943,6.005682865558695,166.66666666666669,4.333333333333333,1.0,0.8305357312621973,9.304878325402909,0.6338666376304875,169.33333333333337,6.866666666666667,1.0,0.746453344947805,11.20332327080133,6.112586707317317,100.0,100.0,2.0,2.0,2.0,1,0.25,0.16666666666666666,0.3333333333333333
40,1,0,25,3,3.0,100.0,0,186.2,5.8,1.0,0.8674257758475467,9.694375227054952,0.1143156781738405,108.8,6.8,0.9237895478841064,1.0,8.410506427889525,1.9237895478841065,166.89999999999998,5.0,0.866617346091812,1.0,9.646679444859029,0.2260420337027908,111.7,6.1,0.9246526554324028,1.0,8.265053592045254,4.811631638581008,142.33333333333334,5.133333333333333,1.0,0.8435075136195145,9.77085677554112,0.75316515008362,113.26666666666668,6.466666666666667,0.7848099571189657,1.0,8.782425880319845,4.462024892797414,100.0,100.0,2.0,2.0,2.0,1,3.0,1.5,1.5
41,1,2,67,0,0.9166666666666666,100.0,0,184.2,5.8,0.8022664312463363,1.0,8.614423169730918,0.3411798543623352,147.39999999999998,7.199999999999999,0.6588201456376648,1.0,10.199182003829788,2.488230218456497,168.50000000000003,6.2,1.0,0.8864969755453191,9.197767120278307,0.0877968300704934,141.5,6.9,0.9414687799530044,1.0,10.459559317738854,2.912203169929507,137.5333333333333,6.2,1.0,0.9007140682395132,9.298056209037371,0.2197345108120252,142.79999999999998,5.6000000000000005,0.8535103261253165,1.0,10.317577054814986,2.7802654891879746,100.0,100.0,5.0,6.0,6.0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
42,0,1,79,3,0.7777777777777778,0.0,0,126.6,8.0,0.7320700239621114,1.0,9.71940110044997,0.5351909591161012,259.40000000000003,5.2,0.6432060272559326,1.0,10.47894976760006,0.8216030136279663,146.60000000000002,8.2,0.8169127870083919,1.0,10.344618878608063,0.0665966291898376,217.1,4.9,1.0,0.9778011236033874,10.310712555159157,3.955602247206775,165.4,7.333333333333333,1.0,0.8156924405133504,10.360588147949365,1.0796327747908676,206.7333333333333,4.733333333333333,1.0,0.7600816056020294,10.077878982079373,5.280244816806087,0.0,0.0,0.0,0.0,0.0,0,2.0,1.5,2.0
